Oceania_LD      , Oceania_LD_1    , 
Russia_TBD      , Russia_TBD_1    , 
Russia_HD       , Russia_HD_1     , 
Russia_MD       , Russia_MD_1     , 
Russia_LD       , Russia_LD_1     , 
S-Africa_TBD    , S-Africa_TBD_1  , 
S-Africa_HD     , S-Africa_HD_1   , 
S-Africa_MD     , S-Africa_MD_1   , 
S-Africa_LD     , S-Africa_LD_1   , 
S-Asia_TBD      , S-Asia_TBD_1    , 
S-Asia_HD       , S-Asia_HD_1     , 
S-Asia_MD       , S-Asia_MD_1     , 
S-Asia_LD       , S-Asia_LD_1     , 
SC-USA_TBD      , SC-USA_TBD_1    , 
SC-USA_HD       , SC-USA_HD_1     , 
SC-USA_MD       , SC-USA_MD_1     , 
SC-USA_LD       , SC-USA_LD_1     , 
SE-USA_TBD      , SE-USA_TBD_1    , 
SE-USA_HD       , SE-USA_HD_1     , 
SE-USA_MD       , SE-USA_MD_1     , 
SE-USA_LD       , SE-USA_LD_1     , 
SE-Asia_TBD     , SE-Asia_TBD_1   , 
SE-Asia_HD      , SE-Asia_HD_1    , 
SE-Asia_MD      , SE-Asia_MD_1    , 
SE-Asia_LD      , SE-Asia_LD_1    , 
S-Europe_TBD    , S-Europe_TBD_1  , 
S-Europe_HD     , S-Europe_HD_1   , 
S-Europe_MD     , S-Europe_MD_1   , 
S-Europe_LD     , S-Europe_LD_1   , 
SW-USA_TBD      , SW-USA_TBD_1    , 
SW-USA_HD       , SW-USA_HD_1     , 
SW-USA_MD       , SW-USA_MD_1     , 
SW-USA_LD       , SW-USA_LD_1     , 
Temp-SA_TBD     , Temp-SA_TBD_1   , 
Temp-SA_HD      , Temp-SA_HD_1    , 
Temp-SA_MD      , Temp-SA_MD_1    , 
Temp-SA_LD      , Temp-SA_LD_1    , 
Trop-SA_TBD     , Trop-SA_TBD_1   , 
Trop-SA_HD      , Trop-SA_HD_1    , 
Trop-SA_MD      , Trop-SA_MD_1    , 
Trop-SA_LD      , Trop-SA_LD_1    , 
W-Africa_TBD    , W-Africa_TBD_1  , 
W-Africa_HD     , W-Africa_HD_1   , 
W-Africa_MD     , W-Africa_MD_1   , 
W-Africa_LD     , W-Africa_LD_1   , 
W-Europe_TBD    , W-Europe_TBD_1  , 
W-Europe_HD     , W-Europe_HD_1   , 
W-Europe_MD     , W-Europe_MD_1   , 
W-Europe_LD     , W-Europe_LD_1   , 
EOF
Region_category , cityType        , notes

================================================================================
Region Properties -- city specifications

Note: currently this only supports assigning one city type to each region-category
(TBD, HD, MD, LD) in each region, but this can be extended.  One possible extension 
would be assigning a weighted average of several city types to each region-category
================================================================================
SVN $Id: region_spec.csv 202 2017-08-10 21:17:59Z kauff $
SVN $URL: https://svn-iam-thesis.cgd.ucar.edu/urban_properties/trunk_tags/urban_properties_180622/src/Scenarios_Feddema_2017/Scenario_1_Roof_Albedo/region_spec.csv $
================================================================================
