 1,1,1,Alaska,TBD   , prop,  0.60000,100.00000,   4.00000000,   0.125000,   0.600000, 292.100000, 300.100000, notes                                             
 1,1,1,Alaska,TBD   , wall,  0.21660,  0.90080,   0.03183350,   1.994192,   4.287744,   4.268359,   3.290447,   3.050267,   0.756715,   3.050267,   3.289651,   3.272766,   1.079999, 2118010.0, 2118499.9, 2133802.0,   95882.6,  777056.1,  776566.2,  777056.1,  134966.4,  121896.0,  617575.5
 1,1,1,Alaska,TBD   , roof,  0.14000,  0.91000,   0.02600000,   1.150000,   0.190000,   0.036000,   0.036000,   0.036000,   0.700000,   0.700000,   0.700000,   0.700000,   0.700000, 1957200.0,  912000.0,   96600.0,   96600.0,   96600.0,  840000.0,  840000.0,  840000.0,  840000.0,  840000.0
 1,1,1,Alaska,TBD   , road,  0.23000,  0.88000,-999.00000000,   1.900000,   0.560000,   0.360000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000, 2100000.0, 1773000.0, 1545600.0,    -999.0,    -999.0,    -999.0,    -999.0,    -999.0,    -999.0,    -999.0
 1,2,1,Alaska,HD    , prop,  0.70000, 30.00000,   1.20000000,   0.200000,   0.250000, 292.100000, 310.100000, notes                                             
 1,2,1,Alaska,HD    , wall,  0.21660,  0.90080,   0.03183350,   1.994192,   4.287744,   4.268359,   3.290447,   3.050267,   0.756715,   3.050267,   3.289651,   3.272766,   1.079999, 2118010.0, 2118499.9, 2133802.0,   95882.6,  777056.1,  776566.2,  777056.1,  134966.4,  121896.0,  617575.5
 1,2,1,Alaska,HD    , roof,  0.14000,  0.91000,   0.02600000,   1.150000,   0.190000,   0.036000,   0.036000,   0.036000,   0.700000,   0.700000,   0.700000,   0.700000,   0.700000, 1957200.0,  912000.0,   96600.0,   96600.0,   96600.0,  840000.0,  840000.0,  840000.0,  840000.0,  840000.0
 1,2,1,Alaska,HD    , road,  0.13000,  0.91000,-999.00000000,   1.670000,   0.557900,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000, 2060500.0, 1712300.0,    -999.0,    -999.0,    -999.0,    -999.0,    -999.0,    -999.0,    -999.0,    -999.0
 1,3,1,Alaska,MD    , prop,  0.50000, 14.00000,   0.70000000,   0.800000,   0.250000, 290.100000, 310.100000, notes                                             
 1,3,1,Alaska,MD    , wall,  0.21660,  0.90080,   0.03183350,   1.994192,   4.287744,   4.268359,   3.290447,   3.050267,   0.756715,   3.050267,   3.289651,   3.272766,   1.079999, 2118010.0, 2118499.9, 2133802.0,   95882.6,  777056.1,  776566.2,  777056.1,  134966.4,  121896.0,  617575.5
 1,3,1,Alaska,MD    , roof,  0.14000,  0.91000,   0.02600000,   1.150000,   0.190000,   0.036000,   0.036000,   0.036000,   0.700000,   0.700000,   0.700000,   0.700000,   0.700000, 1957200.0,  912000.0,   96600.0,   96600.0,   96600.0,  840000.0,  840000.0,  840000.0,  840000.0,  840000.0
 1,3,1,Alaska,MD    , road,  0.13000,  0.91000,-999.00000000,   0.640000,   0.360000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000, 1787100.0, 1545600.0,    -999.0,    -999.0,    -999.0,    -999.0,    -999.0,    -999.0,    -999.0,    -999.0
