conc_panel/conc_masonry      , 0.230000, 0.90000,   0.03510000,   1.280000,   1.280000,   1.256250,   1.154250,   0.860000,   0.860000,   0.860000,   1.153275,   0.036525,   0.160000, 2121000.0, 2121000.0, 2136420.0,   94775.9,  781200.0,  781200.0,  781200.0,  134161.0,  109006.0,  609000.0
glass_curtain                , 0.330000, 0.68000,   0.00620000,   3.490000,   3.490000,   3.490000,   3.490000,   0.330000,  45.000000,  45.000000,  45.000000,   0.029000,   0.160000, 2419200.0, 2419200.0, 2419200.0, 2419200.0, 2737800.0, 3744000.0, 3744000.0, 3744000.0,   41601.0,  609000.0
brick_veneer/conc_masonry    , 0.300000, 0.91000,   0.03510000,   0.500000,   0.500000,   0.045000,   3.067000,   0.860000,   0.860000,   0.860000,   2.277550,   0.044050,   0.160000, 1520000.0, 1520000.0,  138035.7,  929340.0,  781200.0,  781200.0,  781200.0,  226721.0,  176411.0,  609000.0
stone_curtain/conc_masonry   , 0.320000, 0.77670,   0.02870000,   2.560000,   0.045000,   3.067000,   0.860000,   0.860000,   0.860000,   0.860000,   0.860000,   2.277550,   0.160000, 2178120.0,  138035.7,  929340.0,  781200.0,  781200.0,  781200.0,  781200.0,  781200.0,  226721.0,  609000.0
plaster_veneer/brick_masonry , 0.650000, 0.91000,   0.02400000,   0.600000,   0.500000,   0.500000,   0.500000,   0.046500,   0.160000,   0.055000,   0.055000,   0.055000,   0.160000, 1141250.0, 1520000.0, 1520000.0, 1520000.0,  157850.1,  609000.0,  165393.0,  165393.0,  165393.0,  609000.0
plaster_veneer/conc_masonry  , 0.650000, 0.91000,   0.02500000,   0.600000,   0.860000,   0.860000,   0.860000,   0.860000,   0.860000,   0.860000,   0.860000,   0.045650,   0.160000, 1141250.0,  781200.0,  781200.0,  781200.0,  781200.0,  781200.0,  781200.0,  781200.0,  192185.9,  609000.0
EIFS_facade/wood_frame       , 0.690000, 0.97000,   0.01590000,   0.588000,   0.050155,   0.050155,   0.157000,   0.055000,   0.055000,   0.055000,   0.055000,   0.055000,   0.160000, 9660000.0,  181440.1,  181440.1,  674475.0,  165393.0,  165393.0,  165393.0,  165393.0,  165393.0,  609000.0
wood_frame/cementbrd_siding  , 0.250000, 0.70000,   0.01370000,   0.082000,   0.046500,   0.093400,   0.055000,   0.055000,   0.055000,   0.055000,   0.055000,   0.055000,   0.160000,  455000.0,  157850.1, 1180640.0,  165393.0,  165393.0,  165393.0,  165393.0,  165393.0,  165393.0,  609000.0
wood_frame/hardbrd_siding    , 0.490000, 0.84000,   0.01250000,   0.120000,   0.046500,   0.093400,   0.055000,   0.055000,   0.055000,   0.055000,   0.055000,   0.055000,   0.160000, 1723960.0,  157850.1, 1180640.0,  165393.0,  165393.0,  165393.0,  165393.0,  165393.0,  165393.0,  609000.0
wood_frame/wood_siding       , 0.380000, 0.84000,   0.01250000,   0.140000,   0.046500,   0.090000,   0.055000,   0.160000,   0.160000,   0.160000,   0.160000,   0.160000,   0.160000, 1045500.0,  157850.1,  940000.0,  165393.0,  609000.0,  609000.0,  609000.0,  609000.0,  609000.0,  609000.0
wood_frame/unins_siding      , 0.380000, 0.84000,   0.00410000,   0.140000,   0.140000,   0.140000,   0.140000,   0.046500,   0.090000,   0.090000,   0.160000,   0.160000,   0.160000, 1045500.0, 1045500.0, 1045500.0, 1045500.0,  157850.1,  940000.0,  940000.0,  609000.0,  609000.0,  609000.0
wood_frame/alum_siding       , 0.540000, 0.91000,   0.01160000,   0.700000,   0.041000,   0.093400,   0.050000,   0.050000,   0.050000,   0.050000,   0.050000,   0.050000,   0.160000, 2376000.0,  105635.4, 1180640.0,  113622.0,  113622.0,  113622.0,  113622.0,  113622.0,  113622.0,  609000.0
wood_frame/stucco            , 0.650000, 0.91000,   0.01560000,   0.600000,   0.600000,   0.600000,   0.090000,   0.055000,   0.055000,   0.055000,   0.055000,   0.055000,   0.160000, 1141250.0, 1141250.0, 1141250.0,  940000.0,  165393.0,  165393.0,  165393.0,  165393.0,  165393.0,  609000.0
brick_masonry/reinforced     , 0.300000, 0.91000,   0.02380000,   0.500000,   0.500000,   0.500000,   0.500000,   0.046500,   0.157000,   0.055000,   0.055000,   0.055000,   0.160000, 1520000.0, 1520000.0, 1520000.0, 1520000.0,  157850.1,  674475.0,  165393.0,  165393.0,  165393.0,  609000.0
stone                        , 0.320000, 0.77670,   0.03380000,   2.560000,   2.560000,   2.560000,   2.560000,   2.560000,   0.052000,   0.156000,   0.060000,   0.060000,   0.160000, 2178120.0, 2178120.0, 2178120.0, 2178120.0, 2178120.0,  210064.8,  696300.0,  217164.0,  217164.0,  609000.0
concrete_block               , 0.230000, 0.94000,   0.02000000,   0.860000,   0.860000,   0.860000,   0.860000,   0.860000,   0.860000,   0.860000,   0.860000,   0.860000,   0.860000,  781200.0,  781200.0,  781200.0,  781200.0,  781200.0,  781200.0,  781200.0,  781200.0,  781200.0,  781200.0
corrugate                    , 0.170000, 0.13000,   0.00020000,  68.500000,  68.500000,  68.500000,  68.500000,  68.500000,  68.500000,  68.500000,  68.500000,  68.500000,  68.500000, 2926000.0, 2926000.0, 2926000.0, 2926000.0, 2926000.0, 2926000.0, 2926000.0, 2926000.0, 2926000.0, 2926000.0
mud_wall                     , 0.350000, 0.90000,   0.02500000,   0.600000,   0.600000,   0.600000,   0.600000,   0.600000,   0.600000,   0.600000,   0.600000,   0.600000,   0.600000, 1408000.0, 1408000.0, 1408000.0, 1408000.0, 1408000.0, 1408000.0, 1408000.0, 1408000.0, 1408000.0, 1408000.0
rubble                       , 0.320000, 0.77670,   0.09000000,   2.560000,   2.560000,   2.560000,   2.560000,   2.560000,   0.800000,   2.560000,   2.560000,   2.560000,   2.560000, 2178120.0, 2178120.0, 2178120.0, 2178120.0, 2178120.0,  950000.0, 2178120.0, 2178120.0, 2178120.0, 2178120.0
galv_steel                   , 0.180000, 0.80000,   0.01180000,  45.000000,   3.401825,   3.401825,   3.401825,   3.401825,   3.401825,   3.401825,   3.401825,   3.402750,  45.000000, 3744000.0,  319280.9,  319280.9,  319280.9,  319280.9,  319280.9,  319280.9,  319280.9,  281915.5, 3744000.0
glass_1r_w                   , 0.142000, 0.90300,   0.00056500,   1.078278,   1.078278,   1.078278,   1.078278,   1.078278,   1.078278,   1.078278,   1.078278,   1.078278,   1.078278, 1388989.4, 1388989.4, 1388989.4, 1388989.4, 1388989.4, 1388989.4, 1388989.4, 1388989.4, 1388989.4, 1388989.4
glass_1r_m                   , 0.096000, 0.90800,   0.00039500,   0.798600,   1.504386,   1.504386,   1.504386,   1.504386,   1.504386,   1.504386,   1.504386,   1.504386,   0.798600, 1831884.8, 1991093.7, 1991093.7, 1991093.7, 1991093.7, 1991093.7, 1991093.7, 1991093.7, 1991093.7, 1831884.8
