glass_1r_t                   , 0.085000, 0.84000,   0.00044000,   3.371657,   3.371657,   3.371657,   3.371657,   3.371657,   3.371657,   3.371657,   3.371657,   3.371657,   3.371657, 2379043.2, 2379043.2, 2379043.2, 2379043.2, 2379043.2, 2379043.2, 2379043.2, 2379043.2, 2379043.2, 2379043.2
glass_1c                     , 0.096000, 0.90800,   0.00072750,   0.740221,   2.040118,   2.040118,   2.040118,   2.040118,   0.733819,   2.040118,   2.040118,   2.040118,   0.740221, 1754057.0, 1840500.3, 1840500.3, 1840500.3, 1840500.3, 1659366.3, 1840500.3, 1840500.3, 1840500.3, 1754057.0
glass_2r_w                   , 0.142000, 0.90300,   0.00182500,   0.704763,   0.704763,   0.038377,   0.038377,   0.038377,   0.038377,   0.038377,   0.038377,   0.704763,   0.704763, 1577202.7, 1577202.7,  144260.0,  144260.0,  144260.0,  144260.0,  144260.0,  144260.0, 1577202.7, 1577202.7
glass_2r_m                   , 0.096000, 0.90800,   0.00176250,   0.722562,   2.690834,   2.011516,   2.011516,   2.011516,   2.011516,   2.011516,   2.011516,   2.690834,   0.722562, 1722661.0, 1779750.4,  213563.1,  213563.1,  213563.1,  213563.1,  213563.1,  213563.1, 1779750.4, 1722661.0
glass_2c                     , 0.096000, 0.90800,   0.00243500,   0.726213,   2.480591,   2.480591,   1.796254,   1.796254,   0.041876,   1.796254,   1.796254,   2.480591,   0.726213, 1730105.5, 1794155.2, 1794155.2,  239453.7,  239453.7,  175404.0,  239453.7,  239453.7, 1794155.2, 1730105.5
glass_3r                     , 0.142000, 0.90300,   0.00182500,   0.704763,   0.704763,   0.026833,   0.026833,   0.026833,   0.704763,   0.704763,   0.026833,   0.704763,   0.704763, 1577202.7, 1577202.7,  143937.2,  143937.2,  143937.2, 1577202.7, 1577202.7,  143937.2, 1577202.7, 1577202.7
glass_3c                     , 0.096000, 0.90800,   0.00243500,   0.726213,   2.480591,   2.480591,   0.030021,   1.784399,   2.480591,   0.726213,   1.784399,   2.480591,   0.726213, 1730105.5, 1794155.2, 1794155.2,  175053.8,  239103.5, 1794155.2, 1730105.5,  239103.5, 1794155.2, 1730105.5
BUR/concrete_deck            , 0.140000, 0.91000,   0.02600000,   1.150000,   0.190000,   0.036000,   0.036000,   0.036000,   0.700000,   0.700000,   0.700000,   0.700000,   0.700000, 1957200.0,  912000.0,   96600.0,   96600.0,   96600.0,  840000.0,  840000.0,  840000.0,  840000.0,  840000.0
BUR/wood_deck                , 0.350000, 0.92000,   0.01490000,   1.440000,   0.947500,   0.036000,   0.036000,   0.036000,   0.036000,   0.036000,   0.036000,   0.036000,   0.150000, 1478400.0, 1683412.5,   96600.0,   96600.0,   96600.0,   96600.0,   96600.0,   96600.0,   96600.0,  994000.0
PVC/steel_deck               , 0.620000, 0.91000,   0.01170000,   0.034300,   0.040000,   0.040000,   0.040000,   0.040000,   0.040000,   0.040000,   0.040000,   0.030000,  45.000000,   28959.0,   10080.0,   10080.0,   10080.0,   10080.0,   10080.0,   10080.0,   10080.0,    1206.0, 3744000.0
EPDM/steel_deck              , 0.400000, 0.87000,   0.01170000,   0.330000,   0.040000,   0.040000,   0.040000,   0.040000,   0.040000,   0.040000,   0.040000,   0.030000,  45.000000, 2737800.0,   10080.0,   10080.0,   10080.0,   10080.0,   10080.0,   10080.0,   10080.0,    1206.0, 3744000.0
galv_steel/metal_joists      , 0.610000, 0.04000,   0.01180000,  45.000000,   0.040000,   0.040000,   0.040000,   0.040000,   0.040000,   0.040000,   0.040000,   0.030000,  45.000000, 3744000.0,   10080.0,   10080.0,   10080.0,   10080.0,   10080.0,   10080.0,   10080.0,    1206.0, 3744000.0
corrugated_metal             , 0.170000, 0.13000,   0.00020000,  68.500000,  68.500000,  68.500000,  68.500000,  68.500000,  68.500000,  68.500000,  68.500000,  68.500000,  68.500000, 2926000.0, 2926000.0, 2926000.0, 2926000.0, 2926000.0, 2926000.0, 2926000.0, 2926000.0, 2926000.0, 2926000.0
shingles/wood_deck           , 0.140000, 0.91000,   0.01420000,   1.150000,   0.150000,   0.150000,   0.030000,   0.030000,   0.030000,   0.040000,   0.040000,   0.040000,   0.160000, 1957200.0,  994000.0,  994000.0,    1206.0,    1206.0,    1206.0,   10080.0,   10080.0,   10080.0,  609000.0
ceramic_tile/wood_deck       , 0.230000, 0.90000,   0.01470000,   1.200000,   0.030000,   0.150000,   0.030000,   0.030000,   0.030000,   0.040000,   0.040000,   0.040000,   0.160000, 1700000.0,    1206.0,  994000.0,    1206.0,    1206.0,    1206.0,   10080.0,   10080.0,   10080.0,  609000.0
thatch                       , 0.180000, 0.91000,   0.01800000,   0.070000,   0.070000,   0.070000,   0.070000,   0.070000,   0.070000,   0.070000,   0.070000,   0.070000,   0.170000,   43200.0,   43200.0,   43200.0,   43200.0,   43200.0,   43200.0,   43200.0,   43200.0,   43200.0, 1034000.0
slate_tile/wood_deck         , 0.100000, 0.83000,   0.01440000,   1.720000,   0.030000,   0.150000,   0.030000,   0.030000,   0.030000,   0.040000,   0.040000,   0.040000,   0.160000, 2310000.0,    1206.0,  994000.0,    1206.0,    1206.0,    1206.0,   10080.0,   10080.0,   10080.0,  609000.0
metal_tile/wood_deck         , 0.180000, 0.80000,   0.00500000,  45.000000,   0.150000,   0.150000,   0.150000,   0.030000,   0.040000,   0.040000,   0.040000,   0.040000,   0.160000, 3744000.0,  994000.0,  994000.0,  994000.0,    1206.0,   10080.0,   10080.0,   10080.0,   10080.0,  609000.0
mud_roof                     , 0.350000, 0.90000,   0.00500000,   0.600000,   0.600000,   0.600000,   0.600000,   0.600000,   0.600000,   0.600000,   0.600000,   0.600000,  68.500000, 1408000.0, 1408000.0, 1408000.0, 1408000.0, 1408000.0, 1408000.0, 1408000.0, 1408000.0, 1408000.0, 2926000.0
tropical_tile/wood_deck      , 0.230000, 0.90000,   0.00820000,   1.200000,   1.200000,   0.030000,   0.030000,   0.030000,   0.030000,   0.030000,   0.150000,   0.150000,   0.150000, 1700000.0, 1700000.0,    1206.0,    1206.0,    1206.0,    1206.0,    1206.0,  994000.0,  994000.0,  994000.0
concrete_road                , 0.230000, 0.88000,-999.00000000,   1.900000,   0.560000,   0.360000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000, 2100000.0, 1773000.0, 1545600.0,    -999.0,    -999.0,    -999.0,    -999.0,    -999.0,    -999.0,    -999.0
asphalt_road/stabilized      , 0.130000, 0.91000,-999.00000000,   1.670000,   0.557900,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000, 2060500.0, 1712300.0,    -999.0,    -999.0,    -999.0,    -999.0,    -999.0,    -999.0,    -999.0,    -999.0
asphalt_road/simple          , 0.130000, 0.91000,-999.00000000,   0.640000,   0.360000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000, 1787100.0, 1545600.0,    -999.0,    -999.0,    -999.0,    -999.0,    -999.0,    -999.0,    -999.0,    -999.0
dirt_improved                , 0.720000, 0.28000,-999.00000000,   0.360000,   0.360000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000, 1545600.0, 1545600.0,    -999.0,    -999.0,    -999.0,    -999.0,    -999.0,    -999.0,    -999.0,    -999.0
dirt_unimproved              , 0.080000, 0.95000,-999.00000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,    -999.0,    -999.0,    -999.0,    -999.0,    -999.0,    -999.0,    -999.0,    -999.0,    -999.0,    -999.0
EOF                          ,         ,        ,             ,           ,           ,           ,           ,           ,           ,           ,           ,           ,           ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          
laminant                     ,   albedo,  emmiss,        thick,        tk1,        tk2,        tk3,        tk4,        tk5,        tk6,        tk7,        tk8,        tk9,       tk10,       cv1,       cv2,       cv3,       cv4,       cv5,       cv6,       cv7,       cv8,       cv9,      cv10 
-------------------------------------------------------
File created Thu Dec 26 20:11:20 MST 2019 by oleson
SVN $Id: gen_lam.ncl 176 2017-02-18 00:57:00Z kauff $
SVN $URL: https://svn-iam-thesis.cgd.ucar.edu/urban_properties/trunk_tags/urban_properties_180622/src/gen_lam.ncl $
Input file: mat_prop.csv                          
Input file: lam_spec.csv                          
Ouput file: lam_prop.191226-201120.csv            
